LINK,CODE,BRAND,NAME,PRICE,REVIEWS,PRICE_TRY,PRICE_EURO,PRICE_USD
https://www.vatanbilgisayar.com/lenovo-tab-p12-2ghz-8gb-256gb-12-7inch-3k-android-tablet-147556.html,ZACH0218TR,LENOVO,lenovo tab p12 2ghz 8gb 256gb 12.7inch' 3k- android tablet,19999,0,19999,541,583
https://www.vatanbilgisayar.com/casper-nirvana-celeron-n4020-4gb-120gb-ssd-15-6inc-w11-142970.html,C370.4020-4W00B,CASPER,casper nirvana celeron n4020-4gb-120gb ssd-15.6inc-w11,8999,10,8999,243,262
https://www.vatanbilgisayar.com/lenovo-ideapad-slim-3-12-nesil-core-i5-12450h-8gb-256gb-ssd-15-6inc-w11-147548.html,83ER00GXTR,LENOVO,lenovo ideapad slim 3 12.nesil core i5 12450h-8gb-256gb ssd-15.6inc-w11,18999,0,18999,514,554
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i5-12450h-rtx4050-6gb-16gb-500gb-ssd-15-6inc-w11.html,G870.1245-BVA0P-B,CASPER,casper excalibur 12.nesil core i5 12450h-rtx4050 6gb-16gb-500gb ssd-15.6inc-w11,39999,1,39999,1082,1167
https://www.vatanbilgisayar.com/macbook-air-mly33tu-a-m2-8gb-256gb-ssd-liquid-retina-13-6inc-gece-yarisi.html,MLY33TU/A,MACBOOK,macbook air mly33tu/a m2 8gb-256gb ssd-liquid retina-13.6inc-gece yarısı,41799,78,41799,1131,1220
https://www.vatanbilgisayar.com/asus-tuf-gaming-a15-8-nesil-ryzen-9-8945h-rtx4070-8gb-16gb-512gb-ssd-15-6inc-w11.html,FA507UI-LP033W-Gaming,ASUS,asus tuf gaming a15 8.nesil ryzen 9 8945h-rtx4070 8gb-16gb-512gb ssd-15.6inc-w11,55496,1,55496,1502,1620
https://www.vatanbilgisayar.com/hp-80b91ea-amd-ryzen-5-7520u-2-8-ghz-8-gb-512-gb-amd-radeon-610m-win11-23-8.html,80B91EA,HP,hp 80b91ea amd ryzen 5 7520u 2.8 ghz 8 gb 512 gb amd radeon 610m win11 23.8'',19999,0,19999,541,583
https://www.vatanbilgisayar.com/asus-vivobook-15-m1502-7-nesil-ryzen-7-730u-8gb-512gb-ssd-15-6inc-w11.html,M1502YA-NJ119W,ASUS,asus vivobook 15 m1502 7.nesil ryzen 7 7730u-8gb-512gb ssd-15.6inc-w11,22178,0,22178,600,647
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i5-12450h-rtx2050-6gb-8gb-500gb-ssd-15-6inc-w11.html,G870.1245-8VG0T-B,CASPER,casper excalibur 12.nesil core i5 12450h-rtx2050 4gb-8gb-500gb ssd-15.6inc-w11,29999,2,29999,812,875
https://www.vatanbilgisayar.com/asus-tuf-gaming-f15-13-nesil-core-i7-13620h-rtx4050-6gb-16gb-512gb-ssd-15-6-w11.html,FX507VU-LP141W-Gaming,ASUS,asus tuf gaming f15 13.nesil core i7 13620h-rtx4050 6gb-16gb-512gb ssd-15.6-w11,50363,5,50363,1363,1470
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s10-plus.html,X820NZSRTUR,SAMSUNG,samsung galaxy tab s10+ 12gb 256gb 12.4''android tablet sm-x820nzsrtur,33999,0,33999,920,992
https://www.vatanbilgisayar.com/asus-zenbook-14-oled-evo-ux3405-core-ultra-9-185h-32gb-1tb-ssd-14inc-w11.html,UX3405MA-PP287W,ASUS,asus zenbook 14 oled evo ux3405 core ultra 9 185h-32gb-1tb ssd-14inc-w11,60275,3,60275,1631,1759
https://www.vatanbilgisayar.com/lenovo-yoga-tab-11-2ghz-4gb-128gb-11inch-2k-android-tablet.html,ZA8W0065TR,LENOVO,lenovo yoga tab 11 2ghz 4gb 128gb 11inch' 2k- android tablet,9999,5,9999,270,291
https://www.vatanbilgisayar.com/huawei-matepad-12x-12gb-256gb-12inch-emui-tablet.html,53014CTK,HUAWEI,huawei matepad 12x 12gb 256gb 12inch- emuı tablet,22999,0,22999,622,671
https://www.vatanbilgisayar.com/ipad-air-6-nesil-128gb-wifi-11-liquid-retina-ekran-ipados-tablet-purple.html,MUWF3TU/A,IPAD,ipad air m2 128gb wifi 11''liquid retina ekran ipados tablet purple,24400,20,24400,660,712
https://www.vatanbilgisayar.com/ipad-air-6-nesil-256gb-wifi-11-liquid-retina-ekran-ipados-tablet-blue.html,MUWH3TU/A,IPAD,ipad air m2 256gb wifi 11''liquid retina ekran ipados tablet blue,28499,20,28499,771,832
https://www.vatanbilgisayar.com/lenovo-yoga-7-core-ultra-5-125u-16gb-512gb-ssd-14inc-w11.html,83DJ0016TR,LENOVO,lenovo yoga 7 core ultra 5 125u-16gb-512gb ssd-14inc-w11,49999,0,49999,1353,1459
https://www.vatanbilgisayar.com/huawei-matebook-d16-12-nesil-core-i5-12450h-16gb-1tb-ssd-16inc-w11.html,53013YJH,HUAWEI,huawei matebook d16 12.nesil core i5 12450h-16gb-1tb ssd-16inc-w11,31999,8,31999,866,934
https://www.vatanbilgisayar.com/asus-rog-ally-ryzen-z1-16gb-512gb-ssd-7inc-w11.html,RC71L-NH001W-Gaming,ASUS,asus rog ally ryzen z1 extreme-16gb ram-512gb ssd-7inc-w11,24213,36,24213,655,706
https://www.vatanbilgisayar.com/lenovo-tab-plus-2ghz-8gb-128gb-11-5inch-2k-android-tablet.html,ZADX0042TR,LENOVO,lenovo tab plus 2ghz 8gb 128gb 11.5inch 2k- android tablet,9999,2,9999,270,291
https://www.vatanbilgisayar.com/macbook-air-mrxt3tu-a-m3-8gb-256gb-ssd-liquid-retina-13-6inc-starlight.html,MRXT3TU/A,MACBOOK,macbook air mrxt3tu/a m3 8gb-256gb ssd-liquid retina-13.6inc-starlight,45599,0,45599,1234,1331
https://www.vatanbilgisayar.com/asus-rog-strix-g16-13-nesil-core-i7-13650hx-16gb-512gb-16inc-rtx4060-8gb-w11.html,G614JV-N3110W-Gaming,ASUS,asus rog strix g16 13.nesil core i7 13650hx-rtx4060 8gb-16gb-512gb-16inc-w11,69799,11,69799,1889,2037
https://www.vatanbilgisayar.com/macbook-air-mlxw3tu-a-m2-8gb-256gb-ssd-liquid-retina-13-6inc-uzay-grisi.html,MLXW3TU/A,MACBOOK,macbook air mlxw3tu/a m2 8gb-256gb ssd-liquid retina-13.6inc-uzay grisi,41799,78,41799,1131,1220
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i7-12700h-rtx4050-6gb-16gb-1tb-ssd-15-6inc-w11.html,G870.1270-BQA0A-B,CASPER,casper excalibur 12.nesil core i7 12700h-rtx4050 6gb-16gb-1tb ssd-15.6inc-w11,46999,0,46999,1272,1372
https://www.vatanbilgisayar.com/asus-vivobook-16x-12-nesil-core-i5-12500h-rtx3050-4gb-8gb-512ssd-16inc-w11.html,K3605ZC-N1354W,ASUS,asus vivobook 16x 12.nesil core i5 12500h-rtx3050 4gb-8gb-512ssd-16inc-w11,26999,1,26999,730,788
https://www.vatanbilgisayar.com/asus-tuf-gaming-a15-7-nesil-ryzen-7-7435hs-rtx4060-8gb-16gb-512gb-ssd-15-6inc-w1.html,FA507NVR-LP017W-Gaming,ASUS,asus tuf gaming a15 7.nesil ryzen 7 7435hs-rtx4060 8gb-16gb-512gb ssd-15.6inc-w1,46276,2,46276,1252,1351
https://www.vatanbilgisayar.com/acer-nitro-v-13-nesil-core-i5-13420h-rtx3050-6gb-8gb-512gb-ssd-15-6inc-w11.html,ANV15-51-58MB,ACER,acer nitro v 15 13.nesil core i5 13420h-rtx3050 6gb-8gb-512gb ssd-15-6inc-w11,29999,9,29999,812,875
https://www.vatanbilgisayar.com/hometech-alfa-10bt-business-1-8ghz-6gb-128gb-10-4-fhd-4g-android-tablet.html,31.7185,HOMETECH,hometech alfa 10bt business 1.8ghz 6gb 128gb 10.4''fhd 4g android tablet,5999,13,5999,162,175
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s10-ultra-12gb-512gb-14-6-android-tablet-sm-x920nzaptur.html,X920NZAPTUR,SAMSUNG,samsung galaxy tab s10 ultra 12gb 512gb 14.6''android tablet sm-x920nzaptur,44999,0,44999,1218,1313
https://www.vatanbilgisayar.com/honor-magic-pad-2-3ghz-12gb-256gb-12-3-inc-android-tablet.html,5301AKJM,HONOR,honor magic pad 2 3ghz 12gb 256gb 12.3 inç android tablet,27999,3,27999,757,817
https://www.vatanbilgisayar.com/ipad-pro-m4-13inc.html,MVX23TU/A,IPAD,ipad pro m4 256gb wifi 13''ultra retina xdr ekran ipados tablet space black,57999,3,57999,1570,1693
https://www.vatanbilgisayar.com/asus-tuf-gaming-f15-13-nesil-core-i7-13620h-rtx4070-8gb-16gb-512gb-ssd-15-6-w11.html,FX507VI-LP071W-Gaming,ASUS,asus tuf gaming f15 13.nesil core i7 13620h-rtx4070 8gb-16gb-512gb ssd-15.6-w11,60248,1,60248,1630,1759
https://www.vatanbilgisayar.com/lenovo-aio-3-intel-core-i5-12450h-3-3-ghz-8-gb-512-gb-ssd-inteluhd-win11-27.html,F0GJ00K6TX,LENOVO,"lenovo aio 3 intel core i̇5 12450h 3.3 ghz 8 gb 512 gb ssd inteluhd win11 27""",29999,0,29999,812,875
https://www.vatanbilgisayar.com/ipad-pro-m4-11inc.html,MVV83TU/A,IPAD,ipad pro m4 256gb wifi 11''ultra retina xdr ekran ipados tablet space black,47999,3,47999,1299,1401
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i7-12650h-rtx4050-6gb-16gb-1tb-ssd-15-6inc-w11-143244.html,G870.1265-BFA0A-B,CASPER,casper excalibur 12.nesil core i7 12650h-rtx4050 6gb-16gb-1tb ssd-15.6inc-w11,41999,4,41999,1136,1226
https://www.vatanbilgisayar.com/macbook-pro-mr7j3tu-a-m3-8gb-512gb-ssd-liquid-retina-14inc-uzay-grisi.html,MR7J3TU/A,MACBOOK,macbook pro mr7j3tu/a m3 8gb-512gb ssd-liquid retina-14inc-gümüş,60499,9,60499,1637,1766
https://www.vatanbilgisayar.com/dell-g15-5530-13-nesil-core-i7-13650hx-rtx4060-8gb-16gb-1-tb-ssd-15-6inc-w11.html,G15-713W162N,DELL,dell g15 5530 13.nesil core i7 13650hx-rtx4060 8gb-16gb-1 tb ssd-15.6inc-w11,58055,0,58055,1571,1695
https://www.vatanbilgisayar.com/lenovo-ideapad-flex-5-12-nesil-core-i5-1235u-8gb-512gb-ssd-14inc-w11-147011.html,82R700N4TX,LENOVO,lenovo ideapad flex 5 12.nesil core i5 1235u-8gb-512gb ssd-14inc-w11,33999,0,33999,920,992
https://www.vatanbilgisayar.com/macbook-pro-mrx33tu-a-m3-pro-18gb-512gb-ssd-liquid-retina-14inc-gumus.html,MRX33TU/A,MACBOOK,macbook pro mrx33tu/a m3 pro 18gb-512gb ssd-liquid retina-14inc-uzay siyahı,84999,6,84999,2301,2481
https://www.vatanbilgisayar.com/lenovo-ideapad-slim-3-12-nesil-core-i5-12450h-8gb-512gb-ssd-15-6inc-w11.html,83ER000XTR,LENOVO,lenovo ideapad slim 3 12.nesil core i5 12450h-8gb-512gb ssd-15.6inc-w11,19999,17,19999,541,583
https://www.vatanbilgisayar.com/redmi-pad-pro-android-tablet.html,Xiaomi Redmi Pad Pro (8/256GB) Grafit Gri,REDMI,redmi pad pro 1.95ghz 8gb 256gb 12.1inch -android tablet-grafit gri,12799,5,12799,346,373
https://www.vatanbilgisayar.com/macbook-air-mrxq3tu-a-m3-8gb-256gb-ssd-liquid-retina-13-6inc-silver.html,MRXQ3TU/A,MACBOOK,macbook air mrxq3tu/a m3 8gb-256gb ssd-liquid retina-13.6inc-silver,45599,5,45599,1234,1331
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s6-lite-1-7ghz-128gb-4gb-10-4-android-tablet-sm-p613nzbetur.html,P613-M,SAMSUNG,samsung galaxy tab s6 lite 1.7ghz 128gb 4gb 10.4''android tablet sm-p613nzbetur,9699,24,9699,262,283
https://www.vatanbilgisayar.com/hp-898b1ea-intel-core-i7-1355u-3-7ghz-16-gb-512-gb-ssd-intel-iris-x-win11-27.html,898B1EA,HP,hp 898b1ea intel core i̇7 1355u 3.7ghz 16 gb 512 gb ssd intel iris x win11 27'',41999,2,41999,1136,1226
https://www.vatanbilgisayar.com/ipad-air-m2-13inc.html,MV273TU/A,IPAD,ipad air m2 128gb wifi 13''liquid retina ekran ipados tablet space grey,36499,7,36499,988,1065
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s9-fe-256gb-8gb-10-9-android-tablet-sm-x510nzsetur-gumus.html,X510-S 8/256GB,SAMSUNG,samsung galaxy tab s9 fe 256gb 8gb-10.9''android tablet sm-x510nzsetur gümüş,15299,0,15299,414,446
https://www.vatanbilgisayar.com/macbook-air-mrxn3tu-a-m3-8gb-256gb-ssd-liquid-retina-13-6inc-space-grey.html,MRXN3TU/A,MACBOOK,macbook air mrxn3tu/a m3 8gb-256gb ssd-liquid retina-13.6inc-space grey,45599,5,45599,1234,1331
https://www.vatanbilgisayar.com/hp-victus-16-r0023nt-13-nesil-core-i5-13500h-rtx4060-8gb-16gb-1tb-16-1inc-w11.html,7P6L1EA,HP,hp victus 16-r0023nt 13.nesil core i5 13500h-rtx4060 8gb-16gb-1tb-16.1inc-w11,52999,0,52999,1434,1547
https://www.vatanbilgisayar.com/lenovo-loq-13-nesil-core-i7-13620h-rtx4050-6gb-16gb-512gb-ssd-15-6-w11.html,82XV0055TX,LENOVO,lenovo loq 13.nesil core i7 13620h-rtx4050 6gb-16gb-512gb ssd-15.6-w11,48999,5,48999,1326,1430
https://www.vatanbilgisayar.com/ipad-air-6-nesil-256gb-wifi-13-liquid-retina-ekran-ipados-tablet-spacegrey.html,MV2D3TU/A,IPAD,ipad air m2 256gb wifi 13''liquid retina ekran ipados tablet spacegrey,37999,7,37999,1028,1109
https://www.vatanbilgisayar.com/huawei-matepad-air-8gb-128gb-11-5inch-emui-tablet.html,53013RXE,HUAWEI,huawei matepad air 8gb 128gb 11.5inch- emuı tablet,16499,5,16499,446,481
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s9-fe-256gb-8gb-10-9-android-tablet-sm-x510nlietur-mor.html,X510-M 8/256GB,SAMSUNG,samsung galaxy tab s9 fe 256gb 8gb-10.9''android tablet sm-x510nlietur mor,16499,2,16499,446,481
https://www.vatanbilgisayar.com/asus-zenbook-14-um3402-7-nesil-ryzen-5-7530u-16gb-512-ssd-14inc-w11.html,UM3402YA-KP394W,ASUS,asus zenbook 14 um3402 7.nesil ryzen 5 7530u-16gb-512 ssd-14inc-w11,34399,1,34399,931,1004
https://www.vatanbilgisayar.com/hp-victus-16-r0000nt-13-nesil-core-i7-13700h-rtx4070-8gb-32gb-1tbssd-16-1inc-w11.html,7P6G3EA,HP,hp victus 16-r0000nt 13.nesil core i7 13700h-rtx4070 8gb-32gb-1tbssd-16.1inc-w11,71626,2,71626,1938,2091
https://www.vatanbilgisayar.com/casper-nirvana-aio-a600-i7-12700-2-1ghz-16gb-250gb-ssd-intel-uhd-win11-23-8.html,A60.1270-BQ00A-V,CASPER,casper nirvana aio a600 i̇7 12700 2.1ghz 16gb 1tb ssd intel uhd 770 win11 23.8'',29999,0,29999,812,875
https://www.vatanbilgisayar.com/ipad-10-nesil-256gb-wi-fi-10-9-liquid-retina-ekran-ipados-tablet-pembe.html,MPQC3TU/A,IPAD,ipad 10.nesil 256gb wi-fi 10.9''liquid retina ekran ipados tablet pembe,21499,162,21499,581,627
https://www.vatanbilgisayar.com/macbook-air-mly13tu-a-m2-8gb-256gb-ssd-liquid-retina-13-6inc-yildiz-isigi.html,MLY13TU/A,MACBOOK,macbook air mly13tu/a m2 8gb-256gb ssd-liquid retina-13.6inc-yıldız ışığı,41799,78,41799,1131,1220
https://www.vatanbilgisayar.com/9-nesil-yeni-ipad-64gb-wifi-silver-10-2-retina-bluetooth-10saatekadarpilomru.html,MK2L3TU/A,IPAD,ipad 9.nesil 64gb wi-fi 10.2''retina ekran ipados tablet silver,12999,294,12999,351,379
https://www.vatanbilgisayar.com/lenovo-aio-intel-core-i7-13620h-3-6-ghz-16-gb-512-gb-ssd-intel-uhd-win11-27.html,F0HM004FTR,LENOVO,"lenovo aio intel core i̇7 13620h 3.6 ghz 16 gb 512 gb ssd intel uhd win11 27""",41999,0,41999,1136,1226
https://www.vatanbilgisayar.com/lenovo-aio-3-intel-core-i5-12450h-3-3-ghz-8-gb-512-gb-ssd-intel-uhd-win11-27.html,F0GJ00PNTR,LENOVO,"lenovo aio 3 intel core i̇5 12450h 3.3 ghz 8 gb 512 gb ssd intel uhd win11 27""",29999,6,29999,812,875
https://www.vatanbilgisayar.com/exper-xcellerator-xc211-i5-12400f-2-5ghz-16gb-512gb-ssd-8gb-intel-arc-a750-win11.html,XCELLERATOR XC211,EXPER,exper xcellerator xc211 i̇5 12400f 2.5ghz 16gb 512gb ssd 8gb intel arc a750 win11,22999,0,22999,622,671
https://www.vatanbilgisayar.com/ipad-air-6-nesil-256gb-wifi-11-liquid-retina-ekran-ipados-tablet-starlight.html,MUWJ3TU/A,IPAD,ipad air m2 256gb wifi 11''liquid retina ekran ipados tablet starlight,28499,20,28499,771,832
https://www.vatanbilgisayar.com/casper-excalibur-12-nesil-core-i7-12700h-rtx4070-8gb-32gb-1tb-ssd-15-6inc-w11.html,G870.1270-DQ70A-B,CASPER,casper excalibur 12.nesil core i7 12700h-rtx4070 8gb-32gb-1tb ssd-15.6inc-w11,61999,0,61999,1678,1810
https://www.vatanbilgisayar.com/dell-g15-5530-13-nesil-core-i9-13900hx-rtx4060-8gb-32gb-2tb-ssd-15-6inc-w11.html,G15-913W1623N,DELL,dell g15 13.nesil core i9 13900hx-rtx4060 8gb-32gb-2tb ssd-15.6inc-w11,76260,1,76260,2064,2226
https://www.vatanbilgisayar.com/asus-zenbook-s16-oled-ryzen-ai-9-hx370-32gb-2tb-16inc-w11.html,UM5606WA-RK295W,ASUS,asus zenbook s16  oled ryzen ai 9 hx370-32gb-1tb-16inc-w11,73999,2,73999,2003,2160
https://www.vatanbilgisayar.com/ipad-pro-7-nesil-256gb-wifi-13-ultra-retina-xdr-ekran-ipados-tablet-silver.html,MVX33TU/A,IPAD,ipad pro m4 256gb wifi 13''ultra retina xdr ekran ipados tablet silver,57999,3,57999,1570,1693
https://www.vatanbilgisayar.com/acer-swift-5-nesil-ryzen-5-5500u-8gb-512gb-ssd-14inc-w11.html,SF314-43-R5AY,ACER,acer swift 3 5. nesil ryzen 5 5500u-8gb-512gb ssd-14inc-w11,19999,15,19999,541,583
https://www.vatanbilgisayar.com/lenovo-yoga-pro-7-core-ultra-7-155h-32gb-1tb-ssd-14-5inc-w11.html,83E20013TR,LENOVO,lenovo yoga pro 7 core ultra 7 155h-32gb-1tb ssd-14.5inc-w11,64999,0,64999,1759,1897
https://www.vatanbilgisayar.com/casper-nirvana-aio-a600-ryzen-7-5700u-3-7ghz-16gb-500gb-ssd-amd-radeon-win11-23-8.html,A60.5700-BV00A-V,CASPER,casper nirvana aio a600 ryzen 7 5700u 3.7ghz 16gb 500gb ssd amd radeon win11 23.8'',23999,0,23999,649,700
https://www.vatanbilgisayar.com/asus-a5702-intel-core-i7-1360p-3-7-ghz-16-gb-1-tb-ssd-intel-iris-x-win11-27.html,A5702WVAK-BPE008W,ASUS,asus a5702 intel core i̇7 1360p 3.7 ghz 16 gb 1 tb ssd intel iris x win11 27'',41999,1,41999,1136,1226
https://www.vatanbilgisayar.com/ipad-air-6-nesil-128gb-wifi-13-liquid-retina-ekran-ipados-tablet-blue.html,MV283TU/A,IPAD,ipad air m2 128gb wifi 13''liquid retina ekran ipados tablet blue,36499,0,36499,988,1065
https://www.vatanbilgisayar.com/lenovo-yoga-7-core-ultra-7-155h-16gb-512gb-ssd-14inc-w11.html,83DJ001ATR,LENOVO,lenovo yoga 7 core ultra 7 155h-16gb-512gb ssd-14inc-w11,59999,2,59999,1624,1751
https://www.vatanbilgisayar.com/ipad-10-nesil-256gb-wi-fi-10-9-liquid-retina-ekran-ipados-tablet-silver.html,MCMD4TU/A,IPAD,ipad 10.nesil 256gb wi-fi 10.9''liquid retina ekran ipados tablet silver,21499,0,21499,581,627
https://www.vatanbilgisayar.com/honor-pad-8-2-4ghz-8gb-256gb-12-android-tablet.html,5301AHDV,HONOR,honor pad 8 2.4ghz 8gb 256gb 12''-android tablet,8999,1,8999,243,262
https://www.vatanbilgisayar.com/acer-aspire-lite-12-nesil-core-i5-1235u-8gb-512gb-ssd-16inc-w11.html,AL16-51P-55L6,ACER,acer aspire lite 12.nesil core i5 1235u-8gb-512gb ssd-16inc-w11,18999,0,18999,514,554
https://www.vatanbilgisayar.com/hp-victus-15-fb2015nt-8-nesil-ryzen-5-8645hs-rtx3050-6gb-16gb-512gb-15-6inc-w11.html,9X5K7EA,HP,hp victus 15-fb2011nt 8.nesil ryzen 5 8645hs-rtx4050 6gb-16gb-512gb-15.6inc-w11,39999,2,39999,1082,1167
https://www.vatanbilgisayar.com/huawei-matepad-1-8ghz-8gb-256gb-11-5inch-emui-tablet-144545.html,53013WDU,HUAWEI,huawei matepad papermatte 1.8ghz 8gb 256gb 11.5inch- emuı tablet,11999,2,11999,324,350
https://www.vatanbilgisayar.com/macbook-air-mryu3tu-a-m3-8gb-256gb-ssd-liquid-retina-15-3inc-starlight.html,MRYU3TU/A,MACBOOK,macbook air mryu3tu/a m3 8gb-256gb ssd-liquid retina-15.3inc-midnight,56500,8,56500,1529,1649
https://www.vatanbilgisayar.com/macbook-air-z160m2jt16256-tq6-m2-16gb-256gb-ssd-retina-13-3inc-gece-yarisi.html,Z160M2JT16256-TQ6,MACBOOK,macbook air z160m2jt16256-tq6 m2 16gb-256gb ssd-retina-13.6inc-gece yarısı,51999,0,51999,1407,1518
https://www.vatanbilgisayar.com/honor-pad-x8a-kids-2-4ghz-4gb-64gb-11-android-tablet.html,5301AKFD,HONOR,honor pad x8a kids 2.4ghz 4gb 64gb 11''-android tablet,6699,0,6699,181,195
https://www.vatanbilgisayar.com/lenovo-legion-pro-5-13-nesil-core-i9-14900hx-rtx4070-8gb-32gb-1tb-ssd-16inc-w11.html,83DF00ALTR,LENOVO,lenovo legion pro 5 14.nesil core i9 14900hx-rtx4070 8gb-32gb-1tb ssd-16inc-w11,99999,0,99999,2707,2919
https://www.vatanbilgisayar.com/hp-victus-16-r1015nt-14-nesil-core-i7-14700hx-rtx4070-8gb-16gb-1tb-16-1inc-w11.html,9J217EA,HP,hp victus 16-r1015nt 14. nesil core i7 14700hx-rtx4070 8gb-16gb-1tb-16.1inc-w11 notebook,69999,8,69999,1894,2043
https://www.vatanbilgisayar.com/acer-nitro-5-12-nesil-core-i5-12500h-rtx4050-6gb-8gb-512gb-ssd-15-6inc-w11.html,AN515-58-51B4,ACER,acer nitro 5 12.nesil core i5 12500h-rtx4050 6gb-8gb-512gb ssd-15.6inc-w11,37999,2,37999,1028,1109
https://www.vatanbilgisayar.com/asus-tuf-gaming-a15-7-nesil-ryzen-7-7735hs-rtx4060-8gb-8gb-512gb-ssd-15-6inc-w11.html,FA507NV-LP019W-Gaming,ASUS,asus tuf gaming a15 7.nesil ryzen 7 7735hs-rtx4060 8gb-8gb-512gb ssd-15.6inc-w11,46881,25,46881,1269,1368
https://www.vatanbilgisayar.com/macbook-air-mlxy3tu-a-m2-8gb-256gb-ssd-liquid-retina-13-6inc-gumus.html,MLXY3TU/A,MACBOOK,macbook air mlxy3tu/a m2 8gb-256gb ssd-liquid retina-13.6inc-gümüş,41799,78,41799,1131,1220
https://www.vatanbilgisayar.com/redmi-pad-pro-1-95ghz-8gb-256gb-12-1inch-android-tablet-146329.html,Xiaomi Redmi Pad Pro (8/256GB) Yeşil,REDMI,redmi pad pro 1.95ghz 8gb 256gb 12.1inch -android tablet yeşil,12799,5,12799,346,373
https://www.vatanbilgisayar.com/asus-rog-strix-g16-14-nesil-core-i7-14900hx-rtx4070-8gb-32gb-1tb-16inc-w11.html,G614JIR-N3026W-Gaming,ASUS,asus rog strix g16 14.nesil core i9 14900hx-rtx4070 8gb-32gb-1tb-16inc-w11,96999,0,96999,2625,2832
https://www.vatanbilgisayar.com/msi-vector-16hx-14-nesil-core-i9-14900hx-rtx4080-12gb-32gb-1tb-ssd-16inc-w11.html,VECTOR 16 HX A14VHG-437TR,MSI,msi vector 16hx 14.nesil core i9 14900hx-rtx4080 12gb-32gb-1tb ssd-16inc-w11,126541,0,126541,3425,3694
https://www.vatanbilgisayar.com/asus-vivobook-15-m1502-7-nesil-ryzen-5-7530u-8gb-512gb-ssd-15-6inc-w11.html,M1502YA-NJ022W,ASUS,asus vivobook 15 m1502 7.nesil ryzen 5 7530u-8gb-512gb ssd-15.6inc-w11,20919,1,20919,566,610
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s9-8gb-128gb-11-android-tablet-sm-x710nzeatur.html,X710-B,SAMSUNG,samsung galaxy tab s9 8gb 128gb 11''android tablet sm-x710nzeatur,26999,13,26999,730,788
https://www.vatanbilgisayar.com/casper-nirvana-z100-13-nesil-core-i5-1335u-8gb-500gb-ssd-14inc-w11.html,Z100.1335-8V00T-S-Q,CASPER,casper nirvana z100 13.nesil core i5 1335u-8gb-500gb ssd-14inc-w11,25999,0,25999,703,759
https://www.vatanbilgisayar.com/casper-nirvana-n200-intel-core-i5-12400-2-5ghz-8gb-250gb-ssd-intel-uhd-730-freedos.html,N2H.1240-8P00X-00A,CASPER,casper nirvana n200 intel core i̇5 12400 2.5ghz 8gb 250gb ssd intel uhd 730 freedos,14999,0,14999,406,437
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s9-8gb-128gb-11-android-tablet-sm-x710nzaatur.html,X710-G,SAMSUNG,samsung galaxy tab s9 8gb 128gb 11''android tablet sm-x710nzaatur,26999,13,26999,730,788
https://www.vatanbilgisayar.com/dell-g15-5530-13-nesil-core-i7-13650hx-rtx4060-8gb-16gb-512gb-ssd-15-6inc-w11.html,G15-5530-7138GW165,DELL,dell g15 5530 13.nesil core i7 13650hx-rtx4060 8gb-16gb-512gb ssd-15.6inc-w11,57239,8,57239,1549,1671
https://www.vatanbilgisayar.com/ipad-air-5-nesil-64gb-wifi-10-9-liquid-retina-ekran-ipados-tablet-pink.html,MM9D3TU/A,IPAD,ipad air 5.nesil 64gb wifi 10.9''liquid retina ekran ipados tablet pink,21999,90,21999,595,642
https://www.vatanbilgisayar.com/samsung-galaxy-tab-s10-ultra.html,X920NZSPTUR,SAMSUNG,samsung galaxy tab s10 ultra 12gb 512gb 14.6''android tabletsm-x920nzsptur,44999,0,44999,1218,1313
https://www.vatanbilgisayar.com/lenovo-yoga-book-9-core-ultra-7-155u-32gb-1tb-ssd-13-3inc-w11.html,83FF002QTR,LENOVO,lenovo yoga book 9 core ultra 7 155u-32gb-1tb ssd-13.3inc-w11,109999,2,109999,2977,3211
https://www.vatanbilgisayar.com/macbook-air-mlxx3tu-a-m2-8gb-512gb-ssd-liquid-retina-13-6inc-uzay-grisi.html,MLXX3TU/A,MACBOOK,macbook air mlxx3tu/a m2 8gb-512gb ssd-liquid retina-13.6inc-uzay grisi,49999,78,49999,1353,1459
https://www.vatanbilgisayar.com/asus-zenbook-s14-oled-ux5406-evo-core-ultra-7-32gb-1tb-ssd-14inc-w11.html,UX5406SA-PZ287W,ASUS,asus zenbook s14 oled ux5406 core ultra 7 258v-32gb-1tb ssd-14inc-w11,75358,2,75358,2040,2200
https://www.vatanbilgisayar.com/everpad-v10-2ghz-full-hd-8gb-128gb-4g-lte-10-1-android-tablet-beyaz.html,INSANE,EVERPAD,everpad v10 2ghz full hd 8gb 128gb 4g lte 10.1'' - android tablet siyah,5849,1,5849,158,170
